"created_at","text"
2020-02-07,"four passengers on a royal caribbean cruise ship docked near new york city were taken to a hospital for further evaluation for the coronavirus new jersey gov phil murphy says"
2020-02-07,"an additional people have tested positive for the coronavirus on the cruise ship currently docked and quarantined in japan's yokohama bay bringing the total to at least infections on board"
2020-02-06,"update the chinese doctor who warned the public about the wuhan coronavirus has died of the illness the hospital treating him said the statement came after hours of confusion in state media reports"
2020-02-06,"update a chinese doctor who sounded the alarm about coronavirus is critically ill the hospital treating him says state media earlier said he had died"
2020-02-06,"western carolina university's health and human services building is evacuated and placed on lockdown after a hazardous materials incident"
2020-02-06,"a chinese doctor who was targeted by police after warning the public early on about the deadly coronavirus has died from the illness"
2020-02-06,"the death toll from the coronavirus has soared past over have been infected the vast majority in china latest updates"
2020-02-06,"the move comes as china is grappling with the escalating coronavirus outbreak"
2020-02-05,"police in china have detained a growing number of people for defying quarantine measures or deliberately concealing that they had traveled to areas affected by the coronavirus"
2020-02-04,"the global death toll from the wuhan coronavirus has risen to more than people follow live updates"
2020-02-04,"the death rate from the wuhan coronavirus across mainland china stands at of the victims were over and had some form of underlying disease according to chinaa cent s national health commission"
2020-02-03,"hong kong will close major border crossings with china tonight in new measures to restrict travel in the wake of the coronavirus outbreak"
2020-02-03,"chinese stock markets closed since jan plunged on the first day in more than a week that investors could react to the coronavirus outbreak"
2020-02-02,"the us will implement new travel restrictions today in an effort to contain the coronavirus outbreak here's who they will affect"
2020-02-01,"a man in boston who recently returned from wuhan china has the eighth confirmed case of coronavirus in the us"
2020-02-01,"due to coronavirus delta announces it will temporarily suspend all us flights to china starting feb four days earlier than planned"
2020-01-31,"schools in hong kong have been suspended until march due to wuhan coronavirus"
2020-01-31,"the first two cases of wuhan coronavirus have been confirmed in the uk"
2020-01-31,"the state department elevates its warning and tells americans not to travel to china as the coronavirus outbreak continues"
2020-01-30,"the death toll from the wuhan coronavirus has risen in mainland china to people follow live updates"
2020-01-30,"italy is stopping all air traffic to and from china in an effort to halt the spread of the coronavirus follow live updates"
2020-01-30,"the world health organization declares a global health emergency as cases of wuhan coronavirus continue to spread outside china follow live updates"
2020-01-30,"the cdc confirms the first us humantohuman transmission of wuhan coronavirus in illinois follow live updates"
2020-01-30,"six thousand people are being held on board a cruise ship docked in italy after a woman showed signs of the wuhan coronavirus"
2020-01-30,"russia closes its fareast border with china state media reports in an effort to prevent the spread of coronavirus follow live updates"
2020-01-30,"the philippines and india have both confirmed their first cases of the wuhan coronavirus"
2020-01-29,"the death toll on mainland china from the wuhan coronavirus has increased to people authorities say"
2020-01-29,"hundreds of americans returning from the epicenter of the deadly coronavirus outbreak arrive in california and now face an uncertain period of quarantine and monitoring"
2020-01-29,"a chartered flight with about americans aboard arrived in alaska to refuel on its first us stop since leaving the epicenter of the coronavirus outbreak in china"
2020-01-29,"a flight chartered by the state department has left wuhan the city at the epicenter of the coronavirus outbreak the department says about americans could be on board"
2020-01-28,"the death toll in mainland china from the wuhan coronavirus has risen to people authorities say"
2020-01-28,"united airlines suspends some flights between us and china as coronavirus spreads"
2020-01-28,"hong kong temporarily restricts travel to china by closing some borders halting train services and cutting flights as part of strict new efforts to contain the coronavirus"
2020-01-27,"the state department is advising americans to reconsider traveling to china because of the wuhan coronavirus that has killed dozens of people"
2020-01-26,"a fifth case of wuhan coronavirus has been confirmed in the us this one in arizona the others are in washington state illinois and two in california"
2020-01-26,"a case of coronavirus has been confirmed in los angeles county the health department there says it is the fourth confirmed case in the us"
2020-01-26,"the head of the world health organization says he is going to china to assist with response efforts to the deadly coronavirus"
2020-01-26,"china says people can spread the deadly wuhan coronavirus before they are symptomatic calling into question us strategy to contain it follow live updates"
2020-01-25,"three cases of wuhan coronavirus have been identified in france the health ministry says they are the first european cases of the newly discovered virus officials said"
2020-01-24,"a chicago woman in her s is confirmed to have the second identified us case of the wuhan coronavirus the cdc says"
2020-01-24,"naval station great lakes in illinois is on lockdown according a post on the base's facebook page the post indicates someone may have entered the gates there without authorization"
2020-01-24,"the death toll in china from the wuhan coronavirus rises to people officials announce follow live updates"
2020-01-23,"a world health organization emergency committee decides it is too early to declare the wuhan coronavirus a public health emergency of international concern"
2020-01-23,"beijing cancels all largescale chinese new year celebrations as millions are hit with travel restrictions in an effort to contain a deadly coronavirus follow live updates"
2020-01-23,"a second city in china has been placed under lockdown due to the deadly coronavirus outbreak"
2020-01-22,"four people were killed when a small plane crashed at the corona municipal airport in southern california officials say"
2020-01-22,"officials in wuhan china shut down the airport trains buses and subways to stop a coronavirus that is killed people and sickened more than"
2020-01-22,"asia's olympic boxing qualifying tournament for tokyo has been canceled due to the deadly coronavirus outbreak"
2020-01-21,"a man who lives in snohomish county washington is confirmed to have the first us case of wuhan coronavirus"
2020-01-21,"the first us case of the deadly wuhan coronavirus in washington state is expected to be announced later today by the cdc"
2020-01-21,"airline stocks dip as investors worry that the coronavirus outbreak in china could affect global air travel"
2019-12-10,"police officers have been shot in a standoff in jersey city new jersey and schools are on lockdown governor says follow live updates"
